pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.312858,0.0674209,0.385613,0.234108,9.2665,-0.519086,-8.11438,3.8387,7.99121,7.36928,-9.82282,5.88424,0.0495012,-0.415918,-0.415918,0.00335418,0.196335,0.159007,0.159007,0.00122211,0.0597963,0.0947343,0.0947343,0.259654,0.209899,0.0238986,0.0238986,0.100626,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.231413,0.351008,0.119451,0.298128,-4.92454,-4.66989,3.04031,-7.87685,-8.75578,-3.79925,-2.0806,-5.49352,0.522138,0.591517,0.591517,0.203474,0.00841095,0.222782,0.222782,0.226403,1.60398e-06,-0.743336,-0.743336,0.195804,0.685352,-0.0515563,-0.0515563,0.00940095,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.127171,0.235874,0.261495,0.375461,-5.88631,1.37416,2.42238,4.76041,-2.01324,-7.53627,0.920517,6.03339,0.67703,-0.101142,-0.101142,0.207462,0.584632,-0.164365,-0.164365,0.61828,0.402168,-0.444952,-0.444952,0.103415,0.104263,-0.0163991,-0.0163991,0.25927,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.357359,0.000375895,0.422246,0.220019,-4.5915,3.0524,-7.11782,9.00806,5.73983,9.22356,-7.04393,0.208223,0.210108,0.0435172,0.0435172,0.690572,0.120239,-0.0531049,-0.0531049,4.62332e-05,0.391341,0.0195151,0.0195151,0.237189,0.103344,0.184333,0.184333,0.0354102,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.434962,0.0874898,0.249672,0.227876,-9.81141,-8.9343,-7.38315,-4.59916,6.66143,-0.112856,-7.39234,5.11898,0.00121547,0.484804,0.484804,0.0281691,0.000179373,-0.0505764,-0.0505764,0.235563,0.0572747,0.174258,0.174258,0.0555627,0.080238,0.000553928,0.000553928,0.00495719,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0436558,0.315646,0.522379,0.118319,-5.84483,-0.477386,-1.61955,8.54336,-8.52413,7.29679,-5.85433,-3.73397,0.122293,-0.41905,-0.41905,0.0317063,0.268468,0.320424,0.320424,0.0880783,0.720902,-0.442132,-0.442132,0.00352155,0.173712,0.181691,0.181691,0.0423866,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.356402,0.373774,0.167722,0.102102,3.30383,5.5375,-6.3162,-8.89913,7.35287,7.58973,8.08487,-5.3851,0.0855896,-0.0705003,-0.0705003,0.603667,0.0154732,-0.172287,-0.172287,0.0119704,0.107779,-0.136814,-0.136814,0.693254,0.248177,-0.28058,-0.28058,0.00974131,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.153384,0.408411,0.38971,0.0484947,-3.79201,-6.51444,0.0192946,-9.75104,6.44017,4.41866,-9.98056,0.37126,0.21483,0.0282092,0.0282092,0.0208788,0.295933,-0.122597,-0.122597,0.356887,0.220511,-0.0986851,-0.0986851,0.141997,0.0460577,-0.0282078,-0.0282078,0.184,-149517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.179192,0.405548,0.306032,0.109229,-5.17436,8.95781,-7.21743,8.81538,-1.16061,8.80272,7.21813,2.23329,0.0497202,0.00672262,0.00672262,0.290942,0.119684,0.13617,0.13617,0.450455,0.0266133,-0.65466,-0.65466,1.01232,0.0670271,-0.0139383,-0.0139383,0.889219,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0683072,0.131518,0.164384,0.635792,6.61047,5.81281,4.04768,1.018,5.25309,-5.73932,0.0340368,-2.73474,0.695992,0.334411,0.334411,0.026674,0.188757,0.296318,0.296318,0.184584,0.209683,-0.346515,-0.346515,0.150467,0.0523338,-0.000758291,-0.000758291,0.0279677,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.3782,0.157089,0.00809851,0.456612,6.66658,-1.9512,4.73786,2.68866,-0.4282,-7.49329,1.83577,-3.00162,0.0263612,0.0202614,0.0202614,0.0741467,0.172569,0.344044,0.344044,0.198778,0.470318,0.0015747,0.0015747,0.389552,1.05261,0.0337098,0.0337098,0.142985,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.105875,0.366406,0.371639,0.156081,7.79043,2.17842,-2.36498,6.46416,-6.04307,-5.29198,3.69902,-8.79768,0.00367909,0.0721904,0.0721904,0.871908,0.203025,0.184849,0.184849,0.0547334,0.0413061,-0.0396064,-0.0396064,0.802528,0.535486,-0.0302336,-0.0302336,0.0696221,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.28302,0.271285,0.141871,0.303825,3.29593,-9.06105,-3.74371,0.92268,-2.42109,-3.89983,-8.88971,1.45696,1.1151,-0.0694875,-0.0694875,0.552743,0.08961,-0.396368,-0.396368,0.226547,0.259403,0.668158,0.668158,0.292789,0.129163,0.00691552,0.00691552,0.0923992,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.113803,0.16517,0.421907,0.29912,7.44672,3.25965,-4.09643,8.59847,-4.64567,6.4229,1.96401,-5.57177,0.0981387,-0.539096,-0.539096,0.0373883,0.00426618,0.00712699,0.00712699,0.47724,0.304493,0.160884,0.160884,0.37498,0.296085,0.129721,0.129721,0.064382,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.315302,0.0149411,0.200493,0.469264,0.55526,-4.4328,8.38552,-4.69661,7.87155,-8.89379,8.91088,-9.69832,0.0395323,0.0731442,0.0731442,0.0140944,0.452891,0.0628071,0.0628071,0.134994,1.25362,0.419754,0.419754,0.101615,0.629427,-0.013644,-0.013644,1.2762e-06,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0839662,0.387201,0.128746,0.400087,-5.46579,-0.186844,9.38022,-8.89827,-9.68128,4.22189,1.0895,-7.90117,0.0493624,0.134557,0.134557,0.0418814,0.0783767,0.471513,0.471513,0.258705,0.204402,-0.0323313,-0.0323313,0.259301,0.201471,0.00271307,0.00271307,0.587734,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.401287,0.141699,0.224422,0.232593,-0.164479,-0.542874,-4.92539,0.784014,-1.16557,-4.96272,-7.66176,8.52883,0.112823,0.0315383,0.0315383,0.225337,0.178107,0.200899,0.200899,0.125475,0.0821111,0.000812528,0.000812528,0.196163,0.633361,0.194667,0.194667,0.147253,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.245095,0.317414,0.411345,0.0261462,-5.26584,-2.8281,9.39297,8.93748,2.43203,-5.2161,2.79476,9.13633,0.267094,0.0977269,0.0977269,0.199964,0.954323,-0.0130809,-0.0130809,0.275031,0.128776,-0.179525,-0.179525,0.00106742,0.215674,-0.277356,-0.277356,0.0061313,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.33901,0.142918,0.103172,0.4149,0.618374,4.462,8.35402,3.91633,9.46275,9.74419,-6.69892,-3.90783,0.0864178,0.00160015,0.00160015,0.142308,0.427869,-0.0241985,-0.0241985,0.320768,3.28552e-05,-0.0922081,-0.0922081,0.218593,0.0690002,-0.727576,-0.727576,0.780934,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.182238,0.358409,0.174404,0.284949,-1.4681,0.0439649,4.38761,1.89359,-4.20057,-3.70825,0.887928,-0.454049,0.658262,0.00871468,0.00871468,0.00177181,0.000168188,-0.0615298,-0.0615298,0.427773,0.00700609,0.46056,0.46056,0.480927,0.128813,0.25547,0.25547,0.0588626,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.270434,0.262565,0.353077,0.113924,2.39706,4.63619,-2.70519,-3.13007,8.6474,5.02921,9.42649,-6.84964,0.121505,-0.183235,-0.183235,0.0155572,0.00870603,-0.0535998,-0.0535998,0.577711,0.0335461,-0.173859,-0.173859,0.000338572,0.00730368,0.260442,0.260442,0.108633,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.328665,0.249119,0.140254,0.281962,-5.56017,9.68874,5.24113,-3.05982,-5.39973,0.793272,-4.66271,-4.23018,0.22332,-0.124913,-0.124913,0.107242,0.030171,-0.00670058,-0.00670058,0.0188115,0.0647694,0.391949,0.391949,0.483289,0.0710793,0.340824,0.340824,0.244759,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.315234,0.144635,0.30574,0.234391,-2.31523,-7.08162,4.88977,-9.79861,9.5952,-8.22011,4.39426,-2.82133,0.297823,0.174766,0.174766,0.0177053,0.0406704,0.270365,0.270365,0.150285,0.231579,0.0070629,0.0070629,0.2633,0.851647,-0.074002,-0.074002,0.38024,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.289472,0.306474,0.152902,0.251152,1.61842,-0.288658,1.48592,-0.491724,1.20655,9.50214,3.51174,-4.17634,0.146798,-0.361851,-0.361851,0.513416,0.155581,0.0885138,0.0885138,0.0331287,0.0105867,0.0863309,0.0863309,0.257377,0.121097,-0.108715,-0.108715,0.0581292,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0499176,0.315664,0.357733,0.276685,-7.31998,0.847688,0.460349,-6.74836,-1.83794,-3.34275,0.827061,-7.35837,0.163609,0.000595339,0.000595339,0.00458179,0.104174,0.465468,0.465468,0.922999,0.462127,0.00341322,0.00341322,0.226697,0.635769,0.199781,0.199781,0.370757,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.128402,0.122983,0.370764,0.377851,5.68132,3.88085,2.88587,-9.13209,-5.24328,2.66536,-5.17534,1.59925,0.0130747,0.0275102,0.0275102,1.68824,0.115615,0.0900576,0.0900576,0.00984462,0.0597912,-0.131217,-0.131217,0.60238,0.04164,0.0053646,0.0053646,0.183512,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0244522,0.453815,0.0870694,0.434663,6.2318,8.50825,6.49934,5.40135,5.51288,-0.352804,-7.05079,6.82178,0.000161803,-0.151895,-0.151895,2.18891,0.0348676,0.00405273,0.00405273,0.00150095,0.210268,-0.0236563,-0.0236563,0.379404,0.0453264,0.244933,0.244933,0.18369,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0066191,0.330306,0.350665,0.312411,0.130773,-6.70158,-3.97937,-8.5594,4.08962,2.61013,-6.21748,-6.85246,0.106421,-0.00888741,-0.00888741,0.068858,0.00197717,-0.142468,-0.142468,0.0627767,1.69254,-0.166424,-0.166424,0.274695,0.179765,0.36636,0.36636,0.750343,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.404365,0.298218,0.0128717,0.284546,8.76877,4.11861,3.03551,9.66056,0.607856,6.54731,4.50778,7.13287,0.0162948,0.159167,0.159167,0.112339,1.08381,0.00446342,0.00446342,0.168158,0.149369,0.00258892,0.00258892,0.0495721,0.0567559,-0.103405,-0.103405,0.404712,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.253488,0.286791,0.347817,0.111904,1.28754,-5.8857,9.4683,-8.83567,5.60987,-5.00337,-8.77414,8.6419,0.368322,0.0550188,0.0550188,0.000243425,0.1084,0.269665,0.269665,0.255044,0.0167391,0.0370181,0.0370181,0.39469,1.09056,-0.359877,-0.359877,0.467681,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.174533,0.688584,0.121394,0.015489,-5.29902,-3.13801,-9.22806,4.61185,-9.423,3.9737,-5.17597,0.0502361,0.0282729,-0.115625,-0.115625,0.00442718,0.0576412,0.104586,0.104586,0.381013,0.0544001,-0.15093,-0.15093,0.179978,1.13028,0.244136,0.244136,0.317385,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.49378,0.337868,0.0205942,0.147758,-8.91788,-5.47222,-3.9559,6.35548,-2.18441,3.47574,3.9016,-4.27287,0.0833619,-0.00624153,-0.00624153,0.0175249,1.15246,-0.0281223,-0.0281223,7.83925e-06,0.900993,-0.164593,-0.164593,0.0109856,0.000345263,-0.0337648,-0.0337648,0.000189684,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.173146,0.408987,0.216088,0.201779,-9.80747,7.84014,4.09818,1.2113,-4.79753,-7.10935,9.12521,-4.58768,0.124801,0.00147589,0.00147589,0.474217,0.0876444,0.00304515,0.00304515,0.770207,0.186632,-0.444983,-0.444983,0.0063845,0.46003,0.00200698,0.00200698,0.0440271,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.220079,0.409197,0.219304,0.151419,-3.63999,-2.62884,2.70874,4.54373,9.5902,2.12826,-1.55264,-0.749657,0.436086,5.75552e-05,5.75552e-05,0.0489084,1.93846,0.00954608,0.00954608,0.000322259,0.120375,0.420345,0.420345,0.683329,0.131662,-0.232072,-0.232072,6.48947e-07,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.162071,0.378628,0.151073,0.308228,-1.53481,3.45482,3.89766,9.61577,6.78574,-4.76076,-4.46128,4.39527,0.0575116,0.0194028,0.0194028,0.30683,0.26824,-0.0254413,-0.0254413,0.511616,0.221615,0.0102379,0.0102379,0.0671013,0.00405899,-0.167314,-0.167314,0.183978,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.360405,0.0566042,0.222981,0.360009,0.33804,6.28159,-1.44321,-8.28032,2.53051,8.79937,-7.40643,7.76905,0.0181871,-0.969326,-0.969326,0.161772,1.92299,-0.0312362,-0.0312362,0.0720633,0.121128,0.00400528,0.00400528,0.357103,8.57335e-07,0.072217,0.072217,0.154632,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
