pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.303858,0.130756,0.19723,0.368156,-6.69351,7.71266,-1.73437,9.03455,-9.89222,-0.685965,5.81203,7.33949,153.874,45.4894,45.4894,179.484,451.993,-291.226,-291.226,194.868,28.672,6.28058,6.28058,26.5454,73.7556,-30.1237,-30.1237,50.8836,-7237.45,0.216931,0.390009,0.10022,0.29284,-1.90083,2.05607,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,1.19291,-0.222701,-0.222701,0.891822,0.879804,0.0859603,0.0859603,0.983208,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,-3987.94,113
0.274118,0.426777,0.168023,0.131082,-9.18325,4.4584,-9.43742,-0.842331,-0.117827,-9.04529,-7.78988,-9.90863,315.546,-169.154,-169.154,92.6143,116.395,-16.2155,-16.2155,7.27322,230.7,-75.4684,-75.4684,86.6871,394.64,28.5785,28.5785,77.6826,-6795.24,0.216931,0.10022,0.390009,0.29284,-1.90083,2.05607,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,1.19291,-0.222701,-0.222701,0.891823,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859602,0.0859602,0.983208,0.962458,0.122668,0.122668,1.16928,-3987.94,175
0.0993984,0.710394,0.178952,0.0112554,4.60568,-3.09685,-3.52554,-8.00616,8.65409,0.457728,-1.75116,4.5304,26.6895,-105.065,-105.065,1245.51,876.704,-184.225,-184.225,42.2133,109.533,36.4435,36.4435,51.8409,225.074,186.457,186.457,280.084,-7949.36,0.29284,0.10022,0.390009,0.216931,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891823,-3987.94,154
0.290809,0.311433,0.0937757,0.303981,-5.57009,8.91698,-8.04389,-2.33871,-1.93477,-0.595124,5.29757,-6.11666,60.4502,-21.7569,-21.7569,12.7812,33.7571,90.6388,90.6388,334.63,13.0023,26.3649,26.3649,66.9158,56.5915,2.85387,2.85387,242.648,-7105.56,0.390009,0.216931,0.10022,0.29284,1.98295,1.97645,-1.90083,2.05607,-2.03151,-1.79711,1.96754,-1.89402,0.879804,0.0859603,0.0859603,0.983208,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,-3987.94,96
0.211517,0.0717329,0.561604,0.155146,-8.53728,-4.85285,5.48805,-8.58355,4.78342,-8.56589,1.45226,2.22667,288.221,-129.593,-129.593,151.973,360.639,123.018,123.018,54.6716,77.97,65.9216,65.9216,551.763,365.497,144.18,144.18,57.3827,-7111.16,0.10022,0.29284,0.390008,0.216931,-2.03152,-1.79711,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,1.28447,0.207976,0.207976,1.04945,0.96246,0.122668,0.122668,1.16928,0.879803,0.0859598,0.0859598,0.983207,1.19291,-0.222703,-0.222703,0.891827,-3987.94,110
0.351573,0.24898,0.174037,0.22541,9.79998,-4.58728,2.98916,-2.78466,-1.30663,6.21493,9.8118,4.48035,218.211,-64.4259,-64.4259,42.3895,7.23931,-12.9907,-12.9907,362.966,98.6265,49.3069,49.3069,402.009,56.3027,41.6553,41.6553,30.8324,-6667.81,0.10022,0.390009,0.216931,0.29284,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,1.28448,0.207977,0.207977,1.04946,0.879805,0.0859603,0.0859603,0.983209,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,-3987.94,112
0.154442,0.501144,0.33219,0.012223,9.80058,-3.23974,-7.28692,0.434493,1.06359,4.52293,-4.66747,8.64624,32.3164,-12.5611,-12.5611,43.0748,76.4766,-49.3245,-49.3245,57.657,46.9546,38.0714,38.0714,129.665,39.1264,44.7434,44.7434,56.6176,-6467.93,0.29284,0.10022,0.390009,0.216931,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983209,1.19291,-0.222701,-0.222701,0.891822,-3987.94,131
0.12381,0.322452,0.0759934,0.477745,1.25331,6.3133,-3.0568,-7.12137,2.67426,-0.69368,-1.60146,-9.11736,175.225,-249.134,-249.134,586.333,63.6243,-80.8603,-80.8603,424.167,114.572,1.03375,1.03375,16.5167,146.209,-2.94275,-2.94275,2.44279,-7494.71,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,-3987.94,955
0.144333,0.423602,0.179749,0.252316,-4.28555,-2.12272,2.17776,-8.23383,4.54314,-7.9209,4.84652,3.97563,28.9828,2.80446,2.80446,143.418,74.7013,8.79553,8.79553,43.9156,2225.97,-124.642,-124.642,62.1519,256.491,355.231,355.231,651.235,-7021.85,0.216931,0.29284,0.10022,0.390008,-1.90083,2.05607,1.96754,-1.89402,-2.03152,-1.79711,1.98295,1.97645,1.19291,-0.222703,-0.222703,0.891827,0.96246,0.122668,0.122668,1.16928,1.28447,0.207976,0.207976,1.04945,0.879803,0.0859599,0.0859599,0.983207,-3987.94,97
0.300267,0.0782699,0.248896,0.372567,-1.30471,-0.324975,2.97612,-8.12759,-9.93335,-4.48049,1.16596,-4.0532,41.7782,-15.4118,-15.4118,444.563,74.7553,29.3286,29.3286,14.9667,32.9325,-5.52159,-5.52159,26.0413,157.202,76.343,76.343,50.2833,-6959.34,0.216931,0.29284,0.10022,0.390008,-1.90083,2.05607,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,1.19291,-0.222703,-0.222703,0.891826,0.962459,0.122668,0.122668,1.16928,1.28447,0.207976,0.207976,1.04945,0.879802,0.0859595,0.0859595,0.983206,-3987.94,98
0.215375,0.353653,0.187853,0.243119,-5.56859,-9.04478,2.66001,9.98424,-3.43109,-0.283231,5.56882,-5.07511,49.082,1.80181,1.80181,11.3895,46.4513,-55.0018,-55.0018,70.1083,212.456,104.477,104.477,162.394,383.889,-33.8685,-33.8685,6.37844,-8070.91,0.29284,0.390009,0.216931,0.10022,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,-2.03151,-1.79711,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,-3987.94,114
0.362562,0.147721,0.0408426,0.448875,7.7504,-1.5349,-8.64635,8.92727,-6.00509,-2.54073,-2.42079,7.19695,423.01,-158.605,-158.605,188.306,317.664,-19.3594,-19.3594,89.7061,86.5172,36.2607,36.2607,81.1082,447.696,111.345,111.345,103.249,-7366.96,0.29284,0.216931,0.10022,0.390009,1.96754,-1.89402,-1.90083,2.05607,-2.03151,-1.79711,1.98295,1.97645,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983209,-3987.94,175
0.0380792,0.278284,0.14581,0.537827,6.42743,-2.54717,3.50724,-1.21838,9.40627,6.70497,7.45439,-7.78387,7.83904,15.9093,15.9093,36.174,446.399,-195.652,-195.652,89.3566,166.456,-55.3585,-55.3585,34.3609,264.163,159.786,159.786,312.249,-7061.85,0.29284,0.216931,0.390009,0.10022,1.96754,-1.89402,-1.90083,2.05607,1.98295,1.97645,-2.03151,-1.79711,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,0.879804,0.0859603,0.0859603,0.983208,1.28447,0.207977,0.207977,1.04946,-3987.94,143
0.265761,0.420984,0.293747,0.0195082,-1.95182,-9.99548,0.0553059,7.02703,-9.70261,2.03174,-4.36819,3.33243,36.5649,51.7273,51.7273,107.651,425.704,30.5614,30.5614,126.362,49.4542,-13.6723,-13.6723,6.41198,53.8142,-112.572,-112.572,292.863,-6612.41,0.29284,0.390008,0.216931,0.10022,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,-2.03152,-1.79711,0.96246,0.122668,0.122668,1.16928,0.879803,0.0859599,0.0859599,0.983207,1.19291,-0.222703,-0.222703,0.891827,1.28447,0.207976,0.207976,1.04945,-3987.94,150
0.313534,0.216173,0.217677,0.252616,5.16444,-1.1614,9.40466,3.42297,8.54543,9.61554,5.37062,5.6559,513.846,190.971,190.971,85.2214,13.7796,24.9926,24.9926,182.031,104.767,-45.2939,-45.2939,98.3185,229.827,-52.4339,-52.4339,50.3903,-7186.53,0.10022,0.29284,0.390009,0.216931,-2.03151,-1.79711,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891823,-3987.94,125
0.0417393,0.324849,0.442744,0.190668,0.279698,-3.13685,6.50978,6.76916,7.10359,7.9146,2.97909,-9.19886,469.578,65.9136,65.9136,46.1282,84.8423,39.805,39.805,80.1567,448.268,-162.358,-162.358,113.821,18.1097,20.6918,20.6918,31.7458,-7217.58,0.10022,0.390008,0.216931,0.29284,-2.03152,-1.79711,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,1.28447,0.207976,0.207976,1.04945,0.879803,0.0859598,0.0859598,0.983207,1.19291,-0.222703,-0.222703,0.891827,0.96246,0.122668,0.122668,1.16928,-3987.94,115
0.0228505,0.14547,0.334676,0.497004,2.95211,-5.37926,1.46869,4.57814,-6.23738,-5.84357,5.32776,6.55983,165.337,-68.3192,-68.3192,50.665,83.9543,163.027,163.027,316.578,47.2418,41.2138,41.2138,81.916,20.5107,-15.2019,-15.2019,129.828,-6585.93,0.383166,0.00546626,0.217892,0.393476,0.924789,-1.9125,0.239271,2.19148,-1.92103,2.0443,2.0243,1.92515,4.07085,0.0296656,0.0296656,1.08479,0.0132556,0.0265807,0.0265807,0.0537549,1.15585,-0.192698,-0.192698,0.920212,0.81545,0.0632407,0.0632407,1.0831,-4047.43,158
0.130884,0.0470832,0.382067,0.439965,4.88615,-5.46297,1.09144,4.19401,-2.49845,-1.74119,9.88688,-6.84499,124.021,-89.5717,-89.5717,285.253,302.304,152.983,152.983,183.756,132.061,-142.46,-142.46,153.808,298.574,-226.007,-226.007,252.721,-7441.88,0.390008,0.216931,0.10022,0.29284,1.98295,1.97645,-1.90083,2.05607,-2.03152,-1.79711,1.96754,-1.89402,0.879803,0.0859598,0.0859598,0.983207,1.19291,-0.222703,-0.222703,0.891827,1.28447,0.207976,0.207976,1.04945,0.96246,0.122668,0.122668,1.16928,-3987.94,125
0.253463,0.289377,0.297349,0.159811,0.415471,-7.8023,-5.05854,0.0124425,-8.46086,-2.45844,8.65705,4.87391,720.056,117.525,117.525,20.544,3.38912,6.30548,6.30548,89.3028,1.45222,11.3708,11.3708,374.54,6.76868,21.1647,21.1647,87.0785,-11126.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0583258,0.409404,0.402813,0.129458,-0.945432,8.96776,5.65834,-0.190576,-3.03678,-2.95105,7.64671,-7.21692,70.3397,-21.5671,-21.5671,40.5437,13.9028,-31.7887,-31.7887,313.858,544.295,81.947,81.947,19.2784,77.9985,21.3113,21.3113,218.298,-6876.08,0.390009,0.29284,0.10022,0.216931,1.98295,1.97645,1.96754,-1.89402,-2.03151,-1.79711,-1.90083,2.05607,0.879804,0.0859602,0.0859602,0.983208,0.962458,0.122668,0.122668,1.16928,1.28447,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891823,-3987.94,151
0.260708,0.269677,0.256253,0.213362,5.66686,2.06642,9.22114,3.36358,-9.66362,-6.67514,6.65905,9.81899,22.5257,24.3305,24.3305,73.4809,296.34,88.6714,88.6714,247.173,463.606,-77.8335,-77.8335,19.2305,233.354,112.332,112.332,81.1181,-6963.46,0.29284,0.216931,0.10022,0.390009,1.96754,-1.89402,-1.90083,2.05607,-2.03151,-1.79711,1.98295,1.97645,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,-3987.94,162
0.303848,0.0620011,0.304983,0.329168,-1.19183,2.01044,-3.1673,8.4347,5.6573,-1.49113,-5.94319,-5.4556,5.40961,-53.8963,-53.8963,538.414,166.317,175.734,175.734,187.27,147.911,-108.193,-108.193,83.7385,522.853,177.414,177.414,114.005,-6705.77,0.219665,0.00255805,0.671267,0.10651,-1.81506,2.05561,-4.818,3.1203,2.00656,0.332207,-1.89947,-1.8817,1.18155,-0.157835,-0.157835,0.853603,0.124299,0.173501,0.173501,0.257572,0.870137,0.0871986,0.0871986,4.66947,1.53121,0.0269619,0.0269619,1.0546,-4082.59,167
0.418152,0.151555,0.324729,0.105564,-5.57612,-4.01065,-4.89509,0.877479,0.746529,5.18434,-6.2236,3.95926,323.971,-158.479,-158.479,149.724,140.541,50.7703,50.7703,18.6893,5.68387,6.98018,6.98018,165.486,937.208,-134.094,-134.094,117.975,-6283.32,0.10022,0.390008,0.29284,0.216931,-2.03152,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28447,0.207976,0.207976,1.04945,0.879803,0.0859598,0.0859598,0.983207,0.96246,0.122668,0.122668,1.16928,1.19291,-0.222703,-0.222703,0.891827,-3987.94,126
0.0288032,0.623836,0.0774978,0.269863,0.537255,-9.9163,3.3508,4.23769,8.0991,-9.21907,-5.1517,-6.60718,57.1488,-32.1045,-32.1045,18.1022,219.391,86.1824,86.1824,38.6201,175.441,89.7531,89.7531,338.727,194.148,27.4201,27.4201,65.8439,-6564.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.355493,0.145031,0.247755,0.251721,3.03678,1.83202,0.792225,5.22288,-4.03447,-6.50146,-6.86274,-5.81168,21.3647,40.4754,40.4754,244.613,358.275,-206.427,-206.427,339.865,271.546,214.322,214.322,184.934,2.49237,0.94181,0.94181,10.5888,-6767.69,0.390009,0.216931,0.29284,0.10022,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,-2.03151,-1.79711,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,-3987.94,164
0.498899,0.164416,0.256348,0.0803373,-2.04156,-8.5973,-3.33699,-4.0391,5.10837,-8.40011,1.39962,-3.27142,39.3641,-10.5835,-10.5835,344.087,149.716,75.6451,75.6451,66.3294,244.326,160.805,160.805,502.23,158.782,-113.896,-113.896,87.5135,-6829.51,0.10022,0.29284,0.390009,0.216931,-2.03151,-1.79711,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891822,-3987.94,111
0.0131658,0.51315,0.101689,0.371995,-1.83146,-4.01987,-6.03316,-6.25853,8.21949,-7.25211,6.88913,-4.7575,174.916,-13.4318,-13.4318,108.465,622.897,264.412,264.412,112.562,29.9232,-5.98912,-5.98912,4.21124,62.6287,-34.0251,-34.0251,21.6537,-7029.87,0.390008,0.29284,0.10022,0.216931,1.98295,1.97645,1.96754,-1.89402,-2.03152,-1.79711,-1.90083,2.05607,0.879803,0.0859599,0.0859599,0.983207,0.96246,0.122668,0.122668,1.16928,1.28447,0.207976,0.207976,1.04945,1.19291,-0.222703,-0.222703,0.891827,-3987.94,95
0.116193,0.0867549,0.552924,0.244128,6.97459,9.22791,4.8058,8.72358,-7.68853,5.94234,7.95111,-1.4565,25.062,-7.57584,-7.57584,15.6223,302.624,-294.434,-294.434,301.951,194.522,177.031,177.031,239.476,166.047,140.089,140.089,167.19,-7739.83,0.216931,0.390009,0.10022,0.29284,-1.90083,2.05607,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,1.19291,-0.222701,-0.222701,0.891823,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,-3987.94,1165
0.213009,0.450279,0.164335,0.172376,-0.0431409,-6.30249,2.9316,7.29841,-9.37245,-0.0617651,8.7151,-0.447359,73.4263,184.424,184.424,537.242,81.1376,-32.8475,-32.8475,157.485,9.62771,24.7016,24.7016,547.107,83.3366,-46.7012,-46.7012,34.0466,-6755.98,0.29284,0.10022,0.216931,0.390009,1.96754,-1.89402,-2.03151,-1.79711,-1.90083,2.05607,1.98295,1.97645,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,0.879804,0.0859602,0.0859602,0.983208,-3987.94,100
0.326522,0.307596,0.0181119,0.347769,-3.31347,-3.91796,-7.98017,-6.74423,-7.04434,-9.9351,0.544472,1.21898,723.479,-394.826,-394.826,292.543,107.135,-132.876,-132.876,299.11,137.114,56.4536,56.4536,58.1722,11.0513,22.5218,22.5218,55.3971,-6317.25,0.216931,0.10022,0.29284,0.390009,-1.90083,2.05607,-2.03151,-1.79711,1.96754,-1.89402,1.98295,1.97645,1.19291,-0.222701,-0.222701,0.891823,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,-3987.94,103
0.359714,0.423789,0.0834816,0.133016,1.82924,0.681222,-4.39041,-4.22332,2.9645,9.0874,9.38766,-3.98017,369.388,-320.929,-320.929,376.925,220.316,-39.943,-39.943,124.738,74.3531,-55.6719,-55.6719,418.769,48.1181,48.8978,48.8978,50.5728,-7282.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.299823,0.227118,0.455142,0.0179174,-4.66233,-3.22947,3.57095,1.62093,7.57732,-2.43124,-9.15981,-8.66223,140.383,86.75,86.75,238.722,452.598,-371.189,-371.189,304.551,323.687,211.039,211.039,281.353,14.1623,13.0362,13.0362,193.412,-7300.08,0.216931,0.390009,0.29284,0.10022,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891822,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,-3987.94,111
0.300017,0.0166707,0.0460086,0.637303,3.73049,-0.393506,7.35037,8.0657,4.7109,-1.19358,-4.12324,3.82591,22.7321,-162.019,-162.019,1178.91,78.4827,77.1111,77.1111,242.266,546.769,-85.9394,-85.9394,54.2503,574.404,-252.863,-252.863,126.754,-6787.89,0.390009,0.29284,0.10022,0.216931,1.98295,1.97645,1.96754,-1.89402,-2.03151,-1.79711,-1.90083,2.05607,0.879805,0.0859603,0.0859603,0.983209,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,-3987.94,119
0.266905,0.247257,0.10924,0.376598,-4.61392,-6.52685,8.30429,-2.11577,6.27672,-9.76858,7.49882,-4.51945,162.135,-8.58579,-8.58579,19.3959,39.8639,-127.1,-127.1,410.992,188.89,-11.6847,-11.6847,3.71215,319.345,30.0119,30.0119,194.406,-7880.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
