pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.12918,0.3283,0.449883,0.0926366,3.74499,-8.83873,8.99646,-6.41216,3.23457,4.71456,7.8068,9.64662,1790.66,1738.26,1738.26,3180.11,2082.98,1540.43,1540.43,1409.35,283.281,182.578,182.578,281.734,2377.73,-304.804,-304.804,2262.27,-7873.61,0.29284,0.390009,0.216931,0.10022,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,-2.03151,-1.79711,0.962458,0.122668,0.122668,1.16928,0.879805,0.0859604,0.0859604,0.983209,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,-3987.94,146
0.0815741,0.419075,0.233163,0.266188,9.37352,2.9377,-0.586349,-0.208793,-7.78797,0.0542615,4.84534,7.93629,2955.14,-231.196,-231.196,1730.63,6567.14,566.535,566.535,102.503,2150.63,224.056,224.056,2492.89,3755.6,-2675.17,-2675.17,2036.02,-8689.64,0.390008,0.10022,0.216931,0.29284,1.98295,1.97645,-2.03152,-1.79711,-1.90083,2.05607,1.96754,-1.89402,0.879803,0.0859599,0.0859599,0.983207,1.28447,0.207976,0.207976,1.04945,1.19291,-0.222703,-0.222703,0.891827,0.96246,0.122668,0.122668,1.16928,-3987.94,159
0.272519,0.384389,0.318448,0.0246445,9.84588,-9.59381,-4.38253,-1.94632,-0.966301,-2.77562,4.2144,-5.6619,11546.1,4398.85,4398.85,2578.21,6544.73,-228.646,-228.646,41.5763,7023.39,5545.23,5545.23,4391.77,445.131,-482.02,-482.02,714.61,-8301.68,0.390008,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03152,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879803,0.0859599,0.0859599,0.983207,1.28447,0.207976,0.207976,1.04945,0.96246,0.122668,0.122668,1.16928,1.19291,-0.222703,-0.222703,0.891827,-3987.94,117
0.235382,0.410953,0.284577,0.0690877,0.860048,-8.29657,-0.50392,-5.91397,-2.9253,-1.69832,-7.79145,-0.468193,7372.14,4392.1,4392.1,6245.16,254.285,-344.532,-344.532,2877.27,2027.95,1615.18,1615.18,1315.41,1448.38,-1973.46,-1973.46,4464.9,-8268.32,0.29284,0.216931,0.390009,0.10022,1.96754,-1.89402,-1.90083,2.05607,1.98295,1.97645,-2.03151,-1.79711,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,0.879805,0.0859603,0.0859603,0.983209,1.28448,0.207977,0.207977,1.04946,-3987.94,138
0.337456,0.319315,0.227182,0.116047,1.06079,7.40058,-2.09371,-4.48008,3.91977,-2.14918,-7.44228,7.56761,5091.42,4035.06,4035.06,3719.79,545.084,-704.876,-704.876,968.873,2269.17,-1037.56,-1037.56,2176.39,2937.06,2763.48,2763.48,2628.87,-8556.61,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,-3987.94,115
0.267319,0.227838,0.383652,0.121192,0.976009,-9.01859,-2.42234,5.87671,-2.83108,8.95573,6.29344,5.94676,871.931,-2419.23,-2419.23,6741.67,5958.02,3420.99,3420.99,3014.86,1126.16,-1573.05,-1573.05,13232.7,5033.6,-8279.73,-8279.73,16165.8,-9224.6,0.216931,0.390009,0.29284,0.10022,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891822,0.879805,0.0859603,0.0859603,0.983209,0.962458,0.122667,0.122667,1.16928,1.28448,0.207977,0.207977,1.04946,-3987.94,277
0.293765,0.255643,0.221721,0.228871,9.92386,-7.48566,-9.91399,3.3791,5.54219,9.19858,-4.1817,-1.89364,976.804,1846.7,1846.7,3565.03,2052.9,-2043.23,-2043.23,5867.79,6837.66,8163.18,8163.18,19480.8,2388.7,6996.93,6996.93,21674.3,-10061.4,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879805,0.0859603,0.0859603,0.983209,1.28448,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,130
0.00560988,0.49122,0.0141352,0.489035,-3.82529,8.01591,0.179828,-4.94216,8.69571,4.34158,8.53549,-5.14738,755.089,-2527.63,-2527.63,8466.27,18373,3842.2,3842.2,1156.82,6101.02,5036.73,5036.73,13796,8514.02,-6694.73,-6694.73,5827.45,-9610.39,0.216931,0.29284,0.10022,0.390009,-1.90083,2.05607,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,0.879805,0.0859604,0.0859604,0.983209,-3987.94,153
0.135402,0.166474,0.281838,0.416286,-5.75561,9.93051,6.07175,-8.83064,1.61692,-3.62143,-6.07158,-4.18221,10206.3,-3114.1,-3114.1,979.908,4683.61,406.73,406.73,6177.38,4065.01,-1781.72,-1781.72,990.228,10338.1,-1804.41,-1804.41,411.948,-9010.88,0.390009,0.29284,0.216931,0.10022,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,-2.03151,-1.79711,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,-3987.94,188
0.106707,0.608053,0.122852,0.162389,-2.83756,-2.17712,-2.31549,-8.64803,-7.51322,1.79389,3.30504,-1.31922,895.437,-1236.86,-1236.86,2037.43,8475.92,1166.99,1166.99,473.319,1887.79,-1817.5,-1817.5,20333.3,2531.34,269.284,269.284,155.782,-8969.09,0.10022,0.390009,0.216931,0.29284,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,1.28448,0.207977,0.207977,1.04946,0.879805,0.0859603,0.0859603,0.983209,1.19291,-0.222701,-0.222701,0.891823,0.962458,0.122668,0.122668,1.16928,-3987.94,134
0.294747,0.136606,0.266367,0.302281,-4.63284,-6.58376,-0.760546,-0.807286,9.34084,2.96333,-1.03813,-6.86671,2587.01,283.595,283.595,5813.7,2735.43,1330.1,1330.1,1342.4,17726.2,9320.26,9320.26,5916.55,2977.65,-805.851,-805.851,2098.3,-9762.96,0.216931,0.29284,0.390009,0.10022,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,0.879805,0.0859603,0.0859603,0.983209,1.28448,0.207977,0.207977,1.04946,-3987.94,145
0.303601,0.177902,0.142755,0.375741,-6.55266,3.39518,7.46481,-0.00377464,-0.406839,3.63195,-5.40745,2.06475,7677.66,-3657.45,-3657.45,1856.1,729.481,1437.62,1437.62,16654,22065.5,-4990.72,-4990.72,1956.01,8322.42,-4499.62,-4499.62,2463.17,-8694.02,0.29284,0.216931,0.390009,0.10022,1.96754,-1.89402,-1.90083,2.05607,1.98295,1.97645,-2.03151,-1.79711,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,-3987.94,378
0.517027,0.357657,0.0191812,0.106135,-7.55692,-9.26102,6.93438,-8.22813,4.9742,4.87938,-3.19374,2.7953,2624.88,165.046,165.046,7148.17,3258.49,-1044.91,-1044.91,3537.49,7797.51,2986.31,2986.31,3538,12711.1,1270.96,1270.96,688.648,-10055.4,0.10022,0.390009,0.29284,0.216931,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28448,0.207977,0.207977,1.04946,0.879805,0.0859603,0.0859603,0.983209,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,135
0.106206,0.40564,0.115253,0.372902,3.19291,-6.79818,-1.43605,-8.93295,2.88314,-6.27283,1.01659,5.91702,6615.45,2532.5,2532.5,1229.84,6524.46,1132.94,1132.94,5357.41,2959.85,1621.29,1621.29,1617.18,1588.63,-2000.37,-2000.37,2521.91,-9434.1,0.10022,0.216931,0.29284,0.390009,-2.03151,-1.79711,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,1.28447,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,-3987.94,155
0.102006,0.324878,0.393683,0.179433,-5.21365,-8.04325,-0.933073,-7.91691,5.55334,-7.99417,-8.27411,2.16709,3821.34,-30.1742,-30.1742,394.588,14179,-12482.3,-12482.3,12062.9,16223.1,8664.82,8664.82,6095.48,8363.06,-1289.95,-1289.95,217.078,-9197.9,0.29284,0.10022,0.390008,0.216931,1.96754,-1.89402,-2.03152,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.96246,0.122668,0.122668,1.16928,1.28447,0.207976,0.207976,1.04945,0.879803,0.0859598,0.0859598,0.983206,1.19291,-0.222703,-0.222703,0.891827,-3987.94,125
0.124781,0.245139,0.233655,0.396424,-4.05666,-7.73528,4.98273,-0.637014,8.11567,0.160853,8.49086,-6.24357,5504.91,-861.074,-861.074,134.958,4591.47,-5265.37,-5265.37,6110.43,1594.27,-348.185,-348.185,1492.32,5916.81,-3284.91,-3284.91,4422.23,-9229.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.358217,0.00208036,0.385825,0.253877,-9.22827,4.26851,-6.96172,-6.35866,9.09615,-2.61638,8.54362,-9.46462,235.803,1091.96,1091.96,10913.9,7423.8,611.75,611.75,207.31,3917.97,-1009.22,-1009.22,1104.09,11029.9,412.174,412.174,1580.77,-9505.61,0.10022,0.390009,0.29284,0.216931,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,1012
0.28705,0.359008,0.179934,0.174009,9.86847,0.758994,4.40568,3.07852,-1.9173,6.84082,1.34688,6.56626,10603.8,3101.78,3101.78,12890.5,7762.68,734.357,734.357,4943.75,3208.79,895.491,895.491,5903.65,10744.1,-5584.7,-5584.7,21852.9,-10728.1,0.390009,0.29284,0.216931,0.10022,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,-2.03151,-1.79711,0.879805,0.0859603,0.0859603,0.983209,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,1.28448,0.207977,0.207977,1.04946,-3987.94,157
0.199565,0.245242,0.137103,0.418089,-4.93846,1.2814,-8.38701,-3.09465,2.08411,3.80716,8.27063,-4.65254,6195.29,-3433.81,-3433.81,3739.71,2220.72,-399.578,-399.578,292.35,8525.19,-4660.2,-4660.2,3201.82,2957.17,685.406,685.406,3596.68,-9317.32,0.216932,0.10022,0.390008,0.29284,-1.90083,2.05607,-2.03152,-1.79711,1.98295,1.97646,1.96754,-1.89402,1.19291,-0.222703,-0.222703,0.891827,1.28447,0.207976,0.207976,1.04945,0.879802,0.0859595,0.0859595,0.983205,0.96246,0.122668,0.122668,1.16928,-3987.94,111
0.0325493,0.0927893,0.166714,0.707947,2.91723,-0.966842,-9.65195,-1.29707,-1.34671,3.61812,5.26434,-4.44701,5808.85,-1428.4,-1428.4,533.102,587.589,-403.799,-403.799,278.001,2774.1,-730.085,-730.085,446.766,1046.69,-2379.87,-2379.87,19523,-9644.49,0.29284,0.10022,0.216931,0.390009,1.96754,-1.89402,-2.03151,-1.79711,-1.90083,2.05607,1.98295,1.97645,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,0.879805,0.0859604,0.0859604,0.983209,-3987.94,129
0.267874,0.230999,0.339405,0.161723,4.51033,-6.95479,7.11896,-0.749582,8.53222,-2.95814,-1.68974,5.62689,1259.14,-1403.64,-1403.64,1661.98,8522.63,-53.7816,-53.7816,93.1133,1838.39,669.989,669.989,246.818,2532.04,-851.36,-851.36,1711.58,-8568.31,0.10022,0.390009,0.29284,0.216931,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,115
0.303096,0.305581,0.0835061,0.307817,-7.31309,9.68836,-1.64871,2.04046,-0.328534,-5.58354,-3.12304,5.02296,1213.74,1736.54,1736.54,3094.07,4245.78,3972.85,3972.85,3951.3,837.172,1852.81,1852.81,7193.91,3675.1,-830.592,-830.592,10134.4,-9203.87,0.10022,0.29284,0.390009,0.216931,-2.03151,-1.79711,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,1.19291,-0.222701,-0.222701,0.891823,-3987.94,432
0.154883,0.261266,0.185881,0.39797,-3.17816,4.25352,-8.91417,0.842349,-8.65563,-8.88826,-4.91387,-3.49811,8493.95,8205.73,8205.73,10249.9,6171.6,2894.83,2894.83,1410.94,779.124,237.018,237.018,147.823,7913.68,-10364.9,-10364.9,13575.5,-8827.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.295403,0.0890355,0.272228,0.343334,-6.39507,-3.15053,-8.92185,2.23718,-5.25143,0.0514932,1.90313,-9.8416,735.271,1575.4,1575.4,3932.58,2142.18,2698.08,2698.08,5097.22,17122.9,-7892.97,-7892.97,5800.55,5292.37,-1480.08,-1480.08,6128.9,-9372.1,0.10022,0.216931,0.29284,0.390009,-2.03151,-1.79711,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,1.28447,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,-3987.94,1027
0.390649,0.0429875,0.317989,0.248374,-6.24744,-6.70327,-0.71351,8.04381,-4.91265,1.18442,0.655751,-7.01344,885.736,-407.532,-407.532,2020.1,15619.4,-1577.28,-1577.28,277.594,2966.93,205.024,205.024,3157.82,10210.5,4862.57,4862.57,8866.49,-9550.87,0.10022,0.216931,0.390009,0.29284,-2.03151,-1.79711,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,1.28447,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891823,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,-3987.94,213
0.277596,0.137918,0.220938,0.363548,6.82106,1.71843,-4.45796,-2.91098,-4.39287,-6.54326,-9.75395,0.33342,5074.17,1719.75,1719.75,3888.95,1150.35,-502.344,-502.344,6660.19,23645.5,3642.96,3642.96,565.809,4114.94,2387.53,2387.53,6101.61,-10137.9,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879804,0.0859603,0.0859603,0.983208,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,154
0.370598,0.259151,0.134671,0.23558,0.78781,-6.67957,-6.78275,-3.72381,-0.369283,9.11913,4.95062,6.08205,69.9943,-106.939,-106.939,535.489,8629.15,2867.32,2867.32,6639.53,2726.37,838.177,838.177,1250.58,12587.2,-7586.83,-7586.83,4975.88,-7932.49,0.10022,0.29284,0.216931,0.390009,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,1.98295,1.97645,1.28447,0.207977,0.207977,1.04946,0.962458,0.122667,0.122667,1.16928,1.19291,-0.222702,-0.222702,0.891823,0.879804,0.08596,0.08596,0.983208,-3987.94,125
0.306747,0.198221,0.132751,0.362281,5.13353,7.32882,6.96368,-0.802057,5.56555,-1.77612,-6.34353,-4.65969,3983.78,-8228.29,-8228.29,19313.1,5761.01,-2157.09,-2157.09,974.925,3476.05,112.106,112.106,87.1704,572.153,-617.726,-617.726,1137.27,-8669.52,0.390009,0.29284,0.216931,0.10022,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,-2.03151,-1.79711,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,1.28447,0.207977,0.207977,1.04946,-3987.94,1025
0.299888,0.0981647,0.378369,0.223578,3.71969,-4.49159,-1.36813,7.17189,5.42418,6.41395,-9.58889,-2.21593,2176.67,-1818.72,-1818.72,1874.57,16757.9,-961.767,-961.767,5449.13,3243.42,-2814.08,-2814.08,5115.95,4750.49,-3398.67,-3398.67,2718.29,-9212.7,0.216931,0.29284,0.390009,0.10022,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,-3987.94,166
0.254738,0.395148,0.305813,0.0443007,-8.4569,0.659227,-0.385623,8.22746,-2.26811,-8.95228,-5.89495,-2.34964,9656.19,4916.35,4916.35,2696.59,8284.21,3252.62,3252.62,1634.36,5559.79,1711.6,1711.6,613.458,4667.82,-227.688,-227.688,141.446,-9074.05,0.390009,0.216931,0.29284,0.10022,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,-2.03151,-1.79711,0.879804,0.0859603,0.0859603,0.983209,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,-3987.94,183
0.335469,0.191107,0.142196,0.331227,-2.17042,-3.1414,7.66465,-2.04158,-8.10113,-6.49202,-9.27437,-0.81348,1947.23,-5985.68,-5985.68,18435.7,829.239,65.1224,65.1224,1376.15,5014.69,-220.085,-220.085,10909.5,3509.29,-555.457,-555.457,4258.81,-9456.32,0.10022,0.390009,0.29284,0.216931,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,944
0.345167,0.291542,0.286853,0.0764379,4.95648,7.38176,-5.72961,6.63738,-1.14866,0.0655019,-3.05736,-3.66378,3252.08,-4546.17,-4546.17,7257.23,1192.4,-2194.94,-2194.94,14558.1,8810.37,-153.117,-153.117,517.448,52.29,-21.5174,-21.5174,1263.81,-9184.95,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879805,0.0859604,0.0859604,0.983209,1.28448,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,140
0.332493,0.336639,0.0640357,0.266833,-5.39509,4.18731,-7.38423,-7.11591,8.39659,-5.0834,-6.32204,-1.01611,5854.14,-1236.31,-1236.31,5467.37,2636.04,2483.73,2483.73,6884.12,8917.72,-500.001,-500.001,1320.1,7188.59,-2993.32,-2993.32,2431.51,-10075.4,0.29284,0.216931,0.390009,0.10022,1.96754,-1.89402,-1.90083,2.05607,1.98295,1.97645,-2.03151,-1.79711,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,0.879805,0.0859603,0.0859603,0.983209,1.28448,0.207977,0.207977,1.04946,-3987.94,147
