pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.353205,0.374445,0.0775375,0.194812,-8.63103,1.76395,0.342706,-0.625288,-1.24442,9.26898,-3.98495,-2.45392,1.04883,-0.307006,-0.307006,0.151774,0.752551,-0.607022,-0.607022,0.545802,0.408068,-0.370922,-0.370922,0.349319,2.09901,1.53236,1.53236,1.13045,-33906.6,0.386349,0.218191,0.00253613,0.392924,0.929396,-1.89954,-1.91146,2.05006,2.27777,4.35739,1.9999,1.92821,4.05952,0.0351922,0.0351922,1.09942,1.17827,-0.189139,-0.189139,0.906999,0.626239,-0.135962,-0.135962,0.0296666,0.8511,0.0560202,0.0560202,1.00897,-4053.14,99
0.41101,0.112712,0.251603,0.224675,4.7166,-8.58905,-4.33734,4.80882,9.78578,1.714,-3.02338,-2.52916,0.161967,-0.251323,-0.251323,0.443835,0.144227,0.116939,0.116939,0.0962977,0.3499,-0.0363087,-0.0363087,1.17783,0.127439,-0.0441698,-0.0441698,0.223344,-71921.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.277826,0.450294,0.104198,0.167682,9.38912,-9.72792,0.912343,-0.169716,4.08365,-9.78215,-9.57642,-3.96386,0.162666,-0.0224526,-0.0224526,0.189795,0.0369418,-0.103514,-0.103514,0.512573,1.11988,-0.734272,-0.734272,1.05024,0.658716,0.738386,0.738386,0.872112,-52206.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.341265,0.286309,0.0544555,0.317971,-8.08982,4.9852,-5.63417,3.35573,-4.76953,9.49425,-3.09754,-0.153356,0.803876,0.265361,0.265361,1.15021,0.895299,-0.407898,-0.407898,0.305992,0.439307,0.246241,0.246241,0.143073,0.225432,0.0602129,0.0602129,0.101089,-43863.5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0283983,0.349689,0.285085,0.336828,-1.9974,-1.63647,-9.731,1.48617,-4.27274,2.94396,-7.88254,5.22301,0.378879,0.552672,0.552672,1.07324,0.119186,0.0144061,0.0144061,0.00295767,0.494312,-0.429141,-0.429141,0.72411,0.0725031,0.156052,0.156052,0.370161,-32041.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.502121,0.197849,0.169218,0.130811,9.76698,6.59698,5.34202,7.72964,8.48009,-0.531769,-6.2472,-0.639784,0.19603,-0.343616,-0.343616,0.744753,0.827118,0.567736,0.567736,0.408655,0.0324723,-0.00482594,-0.00482594,0.00515158,0.261823,0.44099,0.44099,0.764535,-inf,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.414506,0.407228,0.0052976,0.172969,-6.54455,-4.37632,9.74308,-0.582102,4.38166,0.84679,1.98402,0.534159,0.357665,0.253259,0.253259,0.186497,0.0411356,-0.0673925,-0.0673925,1.38594,0.140122,-0.0413444,-0.0413444,0.515808,0.0879189,0.107229,0.107229,1.61848,-35620.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.276534,0.25679,0.251037,0.215638,9.52201,9.43147,0.32899,4.40472,-1.20441,-4.41758,8.01863,-7.08654,1.03427,0.0396262,0.0396262,0.324524,0.0601747,0.0104919,0.0104919,0.0388708,0.197356,-0.0637791,-0.0637791,0.0823988,0.737679,-0.294012,-0.294012,1.10011,-49266.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.176972,0.0322471,0.439726,0.351055,-5.13141,0.782638,6.93644,2.52283,-6.32994,-2.20561,-7.60706,0.430927,0.392005,0.206136,0.206136,0.368698,1.01529,-0.518794,-0.518794,0.26781,0.306043,-0.0747992,-0.0747992,0.166534,0.426661,0.472481,0.472481,0.657031,-76571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.206419,0.387353,0.225849,0.180379,-2.03142,5.95509,-1.07756,-3.50725,-3.99483,-2.30054,-8.87322,-2.94376,1.14639,0.391673,0.391673,0.350346,1.63253,-0.0356158,-0.0356158,0.2282,1.22063,-0.560905,-0.560905,0.918187,0.429631,0.162735,0.162735,0.199456,-29674.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.16052,0.263626,0.293787,0.282068,-9.05578,-7.91385,-5.58966,-3.85312,5.28036,-7.864,-7.71488,0.175735,0.000147996,-0.0042586,-0.0042586,1.05162,0.0502548,-0.152276,-0.152276,1.21491,0.173208,-0.101616,-0.101616,0.134383,2.9889,-0.0168014,-0.0168014,0.140764,-31879.1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.269983,0.371789,0.0843638,0.273863,-1.5672,4.6644,2.07123,9.94349,-0.932579,-2.89884,7.37195,-4.71916,0.181925,-0.351463,-0.351463,1.39778,0.353788,0.0120406,0.0120406,0.360558,0.0845668,-0.244575,-0.244575,0.725136,0.214818,-0.260248,-0.260248,1.00258,-34607.4,0.10022,0.390009,0.216931,0.29284,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,-3987.94,119
0.206894,0.143652,0.320314,0.32914,4.61419,-6.15807,-7.51927,-0.170411,-7.0008,3.0732,-4.95221,8.60622,0.668717,0.305119,0.305119,0.170879,1.0366,0.190259,0.190259,0.096944,0.183918,0.0692991,0.0692991,0.0468388,0.150525,-0.00883875,-0.00883875,0.540698,-79361.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.16921,0.413404,0.384905,0.0324809,-5.6623,-6.01942,0.177226,-2.74346,-5.50187,9.5625,-1.61739,-3.34397,0.449458,-0.352138,-0.352138,0.394828,0.208642,-0.221225,-0.221225,0.240095,0.378384,0.178556,0.178556,0.154755,0.309587,0.358808,0.358808,1.34938,-27099.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.124125,0.171797,0.491792,0.212286,4.80469,9.58854,-0.306389,-8.58527,0.149012,-0.328502,6.14804,-3.77571,0.447158,-0.166728,-0.166728,0.06829,0.606609,0.0595305,0.0595305,0.0634545,1.28547,0.232744,0.232744,0.578893,0.0964585,0.139558,0.139558,0.410188,-9189.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.308643,0.347196,0.198122,0.146039,5.36404,9.46915,-7.82004,-3.72947,-9.80124,7.00668,-3.46436,-9.56751,0.0431459,0.137758,0.137758,0.627298,1.08609,-0.507591,-0.507591,0.346339,0.0663833,-0.185095,-0.185095,0.562341,0.176013,-0.0952504,-0.0952504,0.203198,-206173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.54758,0.308703,0.116428,0.0272896,0.088362,5.80737,7.9127,-3.85376,-8.0067,1.46594,-8.63557,-1.26104,0.168626,-0.0840489,-0.0840489,0.0490204,0.280972,-0.098692,-0.098692,0.21426,0.541018,0.0496859,0.0496859,0.309367,0.32417,-0.198624,-0.198624,0.17157,-68058,0.390009,0.29284,0.216931,0.10022,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,-2.03152,-1.79711,0.879803,0.0859599,0.0859599,0.983207,0.96246,0.122668,0.122668,1.16928,1.19291,-0.222703,-0.222703,0.891827,1.28447,0.207976,0.207976,1.04945,-3987.94,121
0.304465,0.14163,0.311894,0.24201,-1.59866,-6.34368,6.5168,-2.04561,3.08044,-7.3104,-0.271193,0.887424,1.32899,0.253527,0.253527,0.323863,0.538884,0.0654572,0.0654572,0.0369609,0.518791,0.388236,0.388236,0.755936,0.279362,-0.0262791,-0.0262791,0.015736,-57909,0.10022,0.29284,0.390009,0.216931,-2.03151,-1.79711,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,1.28448,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983209,1.19291,-0.222701,-0.222701,0.891822,-3987.94,104
0.00211089,0.241348,0.45949,0.297051,-0.0149546,-9.44025,-7.40918,5.55687,7.29192,7.08354,4.36938,3.24924,0.91931,-0.423763,-0.423763,0.430693,0.276825,-0.200035,-0.200035,1.14661,0.676389,-0.548101,-0.548101,0.496382,0.325295,0.110351,0.110351,0.105039,-58964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.243456,0.235504,0.394455,0.126585,-2.30057,0.62524,-2.17885,-1.25574,1.03704,-3.23762,6.86959,-9.57562,0.387699,-0.249658,-0.249658,0.232124,0.245396,0.531453,0.531453,1.16767,0.715294,-0.712464,-0.712464,0.719709,0.851363,0.985679,0.985679,1.20973,-79287.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.293825,0.0909777,0.0592538,0.555944,-6.83568,-8.94195,-8.62308,-2.10437,4.32004,0.860522,-5.24282,-9.23699,0.99529,0.114574,0.114574,0.22314,0.516727,0.252081,0.252081,0.278846,0.879596,0.619428,0.619428,1.83171,0.853147,0.361191,0.361191,0.541985,-18115.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.297181,0.5642,0.0365376,0.102081,-9.52188,-4.42783,1.4402,5.72885,3.63139,4.1514,-1.91907,9.70015,0.360924,0.5341,0.5341,0.791565,0.269309,-0.184073,-0.184073,0.298218,1.64197,1.51379,1.51379,1.46851,0.208323,0.201543,0.201543,1.22442,-50440.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.284886,0.354047,0.22143,0.139636,-0.0824418,-4.87752,-0.626217,-1.7685,8.78292,1.17017,-1.66124,0.11366,0.426971,0.373926,0.373926,0.349494,0.0728296,-0.285217,-0.285217,1.55317,1.18966,0.175653,0.175653,0.0341424,1.1438,-0.462297,-0.462297,0.192105,-94558.9,0.29284,0.10022,0.390009,0.216931,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891823,-3987.94,178
0.141142,0.145865,0.333135,0.379858,-2.44314,7.9271,-3.16124,9.54176,-2.25361,0.439775,-9.45573,-4.2356,0.13469,0.0505176,0.0505176,0.651008,0.0455324,0.0829134,0.0829134,0.325601,0.161122,-0.202274,-0.202274,0.254716,0.732388,0.702333,0.702333,0.750819,-117189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.192251,0.452849,0.239126,0.115775,9.67095,5.24412,-8.48334,6.32819,-0.421371,1.63515,-8.00253,-7.37054,0.396048,0.368411,0.368411,0.517618,0.00085885,0.00127201,0.00127201,0.258632,0.261783,0.0768379,0.0768379,0.0501695,0.11861,0.0575334,0.0575334,0.0763023,-57930.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.181525,0.457446,0.137728,0.223302,-2.37947,-4.68982,-7.7811,-7.20465,8.16362,-4.04031,-0.338207,3.11096,1.38041,0.370945,0.370945,0.317503,0.53216,0.19966,0.19966,0.990469,2.02686,0.919503,0.919503,0.46234,0.191217,-0.400258,-0.400258,1.00663,-36939.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.337089,0.112425,0.251268,0.299219,3.92168,6.60519,-3.53521,0.052558,-8.74747,6.15512,7.67401,-7.71422,0.420431,0.127158,0.127158,0.108841,0.438996,-0.173536,-0.173536,0.0758723,0.00380072,-0.0351461,-0.0351461,0.392595,0.375724,-0.0120291,-0.0120291,0.00148904,-125139,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.253066,0.393735,0.341141,0.0120584,-1.10138,8.27971,2.45206,9.60563,5.22503,3.99409,6.27921,-4.93876,0.430038,0.102571,0.102571,0.0257138,1.28277,-0.331658,-0.331658,0.462614,0.90499,-0.688359,-0.688359,0.964966,0.230035,0.0701951,0.0701951,0.0678659,-77071.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.30658,0.0348648,0.423463,0.235092,-6.98447,-6.83179,-6.5921,0.765623,6.84285,7.39298,8.68934,0.5257,0.686237,0.100646,0.100646,0.704869,0.454568,-0.19193,-0.19193,0.273445,0.555974,-0.106615,-0.106615,0.419847,0.443775,-0.146941,-0.146941,0.905656,-53425.8,0.10022,0.216931,0.390009,0.29284,-2.03151,-1.79711,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,1.28448,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,-3987.94,125
0.333231,0.295675,0.351168,0.0199267,0.228823,-4.19985,-4.00725,-1.24653,8.6591,-7.32835,-2.10163,-6.26538,0.0745455,0.110628,0.110628,0.176038,0.240613,0.114441,0.114441,0.0869692,0.110574,0.123103,0.123103,0.188588,0.0562215,0.0387726,0.0387726,0.129241,-93118.9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.292647,0.399335,0.208862,0.0991564,6.04405,9.35588,9.0138,6.18795,1.09821,-0.389933,0.0476631,4.47141,0.897828,-0.288256,-0.288256,0.715286,0.308992,-0.246106,-0.246106,0.209852,0.297431,-0.202906,-0.202906,0.18351,0.446035,0.0742587,0.0742587,1.41825,-14389.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.531821,0.00337627,0.404768,0.0600351,4.90473,2.89933,5.77294,-9.93542,-2.56728,5.95537,-3.82136,3.37234,0.124592,-0.155692,-0.155692,0.387511,0.495416,0.0292842,0.0292842,0.202874,1.59603,-0.281978,-0.281978,0.147817,0.676283,0.188304,0.188304,0.106679,-102227,0.29284,0.10022,0.390009,0.216931,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,1.19291,-0.222701,-0.222701,0.891822,-3987.94,107
0.000281222,0.595523,0.279483,0.124713,-7.01713,4.01821,3.22634,-7.72608,-7.08184,4.56663,-8.51383,9.66406,0.491104,-0.072945,-0.072945,0.57281,1.14952,0.227501,0.227501,0.104262,0.0528067,-0.0618803,-0.0618803,0.341798,0.638447,-0.56646,-0.56646,1.117,-78470.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.106279,0.282401,0.252088,0.359232,8.12736,-3.54373,5.61177,-6.185,-7.77774,-2.33322,-1.03477,-8.2168,0.938477,-0.24719,-0.24719,0.235325,0.829681,-0.319267,-0.319267,0.125129,0.12411,-0.0526998,-0.0526998,0.04475,0.626916,-0.370853,-0.370853,0.224622,-60545,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.275243,0.144273,0.24338,0.337103,1.04721,8.18053,1.60864,-1.55249,4.63198,-2.91665,4.64797,4.71118,0.481226,0.392018,0.392018,0.829234,0.0626811,0.0488563,0.0488563,0.144868,0.262986,0.161095,0.161095,0.187008,1.52513,0.797197,0.797197,1.30921,-12387.3,0.216931,0.390009,0.29284,0.10022,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891823,0.879804,0.0859602,0.0859602,0.983208,0.962458,0.122668,0.122668,1.16928,1.28447,0.207977,0.207977,1.04946,-3987.94,320
0.00134853,0.259722,0.375799,0.36313,-2.09548,3.96061,-3.99238,5.74391,8.80675,-6.68387,-9.2915,-2.63241,0.881679,0.359568,0.359568,1.24335,0.232906,0.247173,0.247173,0.576263,0.197966,0.0102709,0.0102709,0.197801,0.465221,-0.118652,-0.118652,0.0327531,-27760.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.199422,0.117458,0.212823,0.470296,-7.68261,5.17592,-7.20121,-1.50119,-4.52478,-0.571225,-3.28279,-1.14623,0.574026,-0.102253,-0.102253,0.0364717,0.792542,0.126365,0.126365,0.456761,0.0674085,-0.0221829,-0.0221829,0.0130166,0.14871,-0.0615408,-0.0615408,1.12941,-47847.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0319843,0.378969,0.220925,0.368122,-6.68523,9.13271,-2.44575,-2.81729,-6.34157,6.2936,0.186762,9.09102,0.417094,-0.10137,-0.10137,0.29589,0.456823,-0.256766,-0.256766,0.22292,0.147003,0.108031,0.108031,0.334063,1.2947,0.780545,0.780545,0.470753,-108717,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.299522,0.344209,0.318598,0.037671,-8.75483,-4.44684,3.04762,9.26668,-1.93914,5.653,-6.1048,7.80257,0.648007,0.641984,0.641984,0.668969,0.239229,0.0159097,0.0159097,0.365379,0.303889,-0.102038,-0.102038,0.155062,0.120522,-0.0428215,-0.0428215,0.0447748,-101393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
