pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.271546,0.297764,0.234597,0.196093,-9.33352,9.39034,-7.09954,-4.39834,8.63149,-9.39399,9.95242,6.88883,96.2278,15.8337,15.8337,146.608,0.163478,-0.457313,-0.457313,12.5239,15.7751,-29.8593,-29.8593,76.5463,56.3018,23.119,23.119,37.1893,-7308.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.193211,0.058979,0.494851,0.252959,3.86143,-6.4358,7.13552,-3.32657,-4.96348,-1.58824,4.25704,5.57781,86.04,31.087,31.087,11.4227,13.5249,12.9698,12.9698,58.5712,10.8175,36.4801,36.4801,172.241,36.5114,-63.9184,-63.9184,125.091,-8032.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.374058,0.187029,0.182962,0.25595,6.40506,-0.633203,1.88014,4.66541,1.49077,3.26152,-5.36281,7.42061,2.81442,0.927842,0.927842,50.687,146.029,102.021,102.021,85.9036,12.2457,-14.9474,-14.9474,25.3139,6.76463,7.65994,7.65994,9.78434,-6575.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.672243,0.1874,0.0472367,0.0931197,6.95511,2.73078,6.3308,-6.41245,2.24461,0.827278,-1.46294,-7.27757,58.0294,-33.7323,-33.7323,83.6861,10.5952,-2.81792,-2.81792,27.8674,76.786,-55.2726,-55.2726,43.5087,16.8187,14.393,14.393,13.7722,-6540.24,0.10022,0.390009,0.216931,0.29284,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,1.96754,-1.89402,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891823,0.962458,0.122668,0.122668,1.16928,-3987.94,105
0.237479,0.362298,0.0676512,0.332572,7.10873,-6.04195,4.15634,9.5041,-7.78036,9.58997,4.10816,-4.52911,34.4441,-3.8434,-3.8434,75.8778,22.0788,16.9987,16.9987,19.9562,136.985,-3.00396,-3.00396,0.0659037,138.362,19.8009,19.8009,70.7398,-6801.73,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.180743,0.198643,0.199706,0.420907,-0.981873,4.12243,1.98412,-4.92183,2.86512,2.99549,0.220358,5.46254,58.9379,105.822,105.822,190.534,10.9503,-16.7533,-16.7533,48.4114,79.5241,-27.1386,-27.1386,21.1766,49.4118,55.4721,55.4721,68.5193,-6015.03,0.216931,0.29284,0.390009,0.10022,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,1.28447,0.207977,0.207977,1.04946,-3987.94,105
0.0748277,0.434392,0.215395,0.275385,-5.877,9.78493,1.59636,5.94482,-0.565982,-5.94318,-8.42043,-2.65683,24.3894,-13.8852,-13.8852,34.2267,47.9764,17.2713,17.2713,14.4001,18.9289,-18.6126,-18.6126,33.3133,4.5555,16.5457,16.5457,60.4747,-6698.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.162695,0.365836,0.0277247,0.443744,2.03352,-3.37556,4.28619,6.35255,0.136401,-9.20433,5.45661,-7.10295,93.6271,-8.31762,-8.31762,11.8937,12.3094,-23.6259,-23.6259,68.438,33.4829,-27.8794,-27.8794,37.1312,6.02493,1.2601,1.2601,9.56263,-7225.63,0.216931,0.390009,0.10022,0.29284,-1.90083,2.05607,1.98295,1.97645,-2.03152,-1.79711,1.96754,-1.89402,1.19291,-0.222703,-0.222703,0.891827,0.879803,0.0859599,0.0859599,0.983207,1.28447,0.207976,0.207976,1.04945,0.96246,0.122668,0.122668,1.16928,-3987.94,90
0.566727,0.0535547,0.36856,0.0111581,5.45289,0.789188,-2.24953,-7.4397,5.04104,-2.82988,4.15752,2.97318,5.16464,0.702671,0.702671,7.99928,46.3956,-24.9695,-24.9695,41.0601,29.1702,13.7723,13.7723,8.34595,30.1132,-26.1578,-26.1578,51.0399,-6532.08,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,-3987.94,98
0.093669,0.248923,0.376438,0.280971,-2.18839,-1.27569,3.84758,7.55665,-3.61305,1.56697,1.53474,7.60397,16.3595,4.97701,4.97701,4.85501,42.2309,56.4393,56.4393,75.4299,8.23712,35.2174,35.2174,151.604,13.1568,1.75386,1.75386,26.0109,-6384.49,0.379492,0.0110864,0.210225,0.399197,0.970848,-1.91717,-1.65878,0.120644,-1.961,2.08637,1.99352,1.92816,3.94785,0.0543907,0.0543907,1.08423,1.2185,1.63205,1.63205,2.18751,1.13689,-0.159755,-0.159755,0.879062,0.860081,0.0660611,0.0660611,1.06346,-4048.01,69
0.200606,0.301559,0.396308,0.101527,-5.60686,1.28668,-9.4181,6.09672,-2.45795,-4.60915,5.00837,7.82953,90.8705,18.5802,18.5802,10.2131,18.1625,33.5988,33.5988,69.0806,21.13,24.6727,24.6727,28.965,10.5921,-28.6313,-28.6313,96.1544,-7042.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.255349,0.232836,0.246048,0.265767,6.429,-9.49565,7.00957,-6.14004,5.31151,1.39788,6.73373,-2.21711,23.4975,-15.7042,-15.7042,34.9749,15.3027,7.96989,7.96989,37.4058,114.925,34.1306,34.1306,74.1534,4.49625,-19.7576,-19.7576,88.6814,-7052.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.123837,0.136456,0.673562,0.0661453,-4.13186,-4.65126,6.045,-8.03987,-7.0441,-4.78572,-3.37915,9.90499,15.5301,4.0115,4.0115,2.49447,23.5992,-4.93061,-4.93061,2.82094,19.5992,7.30759,7.30759,25.0846,5.25584,-8.00497,-8.00497,12.2125,-6868.18,0.284213,0.00635353,0.310882,0.398551,1.9698,-1.86109,2.09542,-3.69657,-1.98039,0.804858,1.94731,1.96794,0.941646,0.112393,0.112393,1.07158,1.16883,0.0425476,0.0425476,0.00332448,1.16838,-0.0346102,-0.0346102,4.28135,0.947309,0.0882425,0.0882425,0.972429,-4047.81,108
0.164262,0.284069,0.239451,0.312217,1.96257,9.9015,6.61569,3.8241,-8.28102,4.44219,8.33814,-6.20803,22.9116,-8.34947,-8.34947,3.04321,75.9264,38.9688,38.9688,25.3809,22.9518,48.4872,48.4872,107.643,17.5213,2.1954,2.1954,0.419389,-6937.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.171238,0.477002,0.197817,0.153943,0.8952,-8.97849,3.57963,-3.95691,8.57731,0.430913,2.94296,7.6457,100.784,25.0013,25.0013,24.9921,20.5033,20.3638,20.3638,29.0665,5.82882,3.51157,3.51157,64.7006,124.298,-40.2632,-40.2632,37.7271,-7392.96,0.10022,0.29284,0.390008,0.216931,-2.03152,-1.79711,1.96754,-1.89402,1.98295,1.97645,-1.90083,2.05607,1.28447,0.207976,0.207976,1.04945,0.96246,0.122668,0.122668,1.16928,0.879803,0.0859598,0.0859598,0.983207,1.19291,-0.222703,-0.222703,0.891827,-3987.94,93
0.595204,0.0105513,0.103886,0.290359,6.57093,1.94708,3.66523,1.93631,2.68772,-4.27721,1.11149,-1.54179,38.3434,14.5034,14.5034,52.6574,45.1332,-5.90824,-5.90824,3.13168,27.0595,-29.7577,-29.7577,52.8553,9.13995,-17.8645,-17.8645,134.642,-5845.72,0.390008,0.216931,0.10022,0.29284,1.98295,1.97645,-1.90083,2.05607,-2.03152,-1.79711,1.96754,-1.89402,0.879802,0.0859597,0.0859597,0.983206,1.19291,-0.222703,-0.222703,0.891827,1.28447,0.207976,0.207976,1.04945,0.96246,0.122668,0.122668,1.16928,-3987.94,122
0.0687566,0.334272,0.400356,0.196616,-6.75138,2.18721,3.71331,1.15761,8.58441,-3.70057,-8.4686,-2.06668,43.924,-46.2662,-46.2662,89.6772,115.198,-63.2784,-63.2784,39.638,37.3459,-28.654,-28.654,24.4508,30.162,19.4668,19.4668,19.6439,-6125.34,0.10022,0.390009,0.29284,0.216931,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891822,-3987.94,122
0.240789,0.39122,0.0580076,0.309984,-0.766289,1.84105,8.10382,5.48349,1.93132,8.77734,4.06831,-9.91031,29.5136,1.79546,1.79546,7.3239,70.0025,-42.0826,-42.0826,128.41,207.11,-129.43,-129.43,95.0971,16.2806,-6.52039,-6.52039,4.9483,-6290.09,0.216931,0.29284,0.390009,0.10022,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,-2.03152,-1.79711,1.19291,-0.222703,-0.222703,0.891827,0.96246,0.122668,0.122668,1.16928,0.879803,0.0859599,0.0859599,0.983207,1.28447,0.207976,0.207976,1.04945,-3987.94,96
0.128446,0.485082,0.239234,0.147238,0.879883,2.79603,7.84234,2.67122,8.98729,-6.35382,3.1615,-7.76003,56.9671,-30.6564,-30.6564,16.5964,33.5549,16.4434,16.4434,8.56562,27.8135,-39.1389,-39.1389,68.5791,0.741958,6.01003,6.01003,64.1276,-7003.22,0.390009,0.10022,0.216931,0.29284,1.98295,1.97645,-2.03151,-1.79711,-1.90083,2.05607,1.96754,-1.89402,0.879804,0.0859602,0.0859602,0.983208,1.28447,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891823,0.962458,0.122668,0.122668,1.16928,-3987.94,111
0.225083,0.250203,0.333111,0.191603,-1.60785,7.82141,6.56252,4.13096,6.49086,-1.34801,5.24053,-2.35577,26.1181,24.3518,24.3518,22.86,46.7612,-45.2331,-45.2331,51.1662,5.92299,-1.6741,-1.6741,8.89616,26.0317,-1.20432,-1.20432,0.894981,-7274.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.349689,0.166216,0.0560707,0.428024,-6.63509,-6.23812,-5.67349,6.12364,-0.2436,-3.12683,4.18254,-5.22298,47.3464,-47.1259,-47.1259,66.5844,5.20239,7.67291,7.67291,94.6044,49.5462,-9.59893,-9.59893,1.86141,30.7115,-6.726,-6.726,2.61791,-10104.8,0.396127,0.218209,0.00730205,0.378361,2.00277,1.93875,-1.91095,2.05012,-1.26448,-2.88628,0.968542,-1.88223,0.848952,0.0575782,0.0575782,1.05325,1.17939,-0.189296,-0.189296,0.905618,3.70327,-0.77777,-0.77777,0.163535,3.97518,0.00354304,0.00354304,1.09919,-4050.29,72
0.255278,0.296348,0.344976,0.103397,1.799,-5.74481,4.44569,0.398365,-5.21946,-1.09475,-5.14095,1.33143,33.3246,68.6987,68.6987,152.888,24.5398,8.72179,8.72179,3.25713,59.0034,14.0909,14.0909,61.325,20.2954,3.92794,3.92794,89.6477,-6369.4,0.29284,0.10022,0.390009,0.216931,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859602,0.0859602,0.983208,1.19291,-0.222701,-0.222701,0.891823,-3987.94,136
0.170237,0.134482,0.489055,0.206226,-4.31763,4.3726,8.14047,4.99586,-2.04065,8.17924,-6.65365,-1.36398,4.98189,10.1825,10.1825,41.671,322.758,20.4259,20.4259,15.2689,129.616,-7.2548,-7.2548,68.4203,128.246,-3.57086,-3.57086,22.4324,-6735.61,0.216931,0.390009,0.29284,0.10022,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,-2.03151,-1.79711,1.19291,-0.222701,-0.222701,0.891822,0.879804,0.0859603,0.0859603,0.983208,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,-3987.94,102
0.453098,0.204069,0.200689,0.142143,5.6679,-0.200301,5.14063,7.55127,-4.8907,-7.67881,-1.53531,4.88884,85.3224,-4.83156,-4.83156,28.3149,21.7749,-7.28945,-7.28945,10.3663,3.96083,1.7718,1.7718,10.5469,175.313,-45.088,-45.088,13.3286,-6505.1,0.29284,0.390008,0.10022,0.216931,1.96754,-1.89402,1.98295,1.97645,-2.03152,-1.79711,-1.90083,2.05607,0.96246,0.122668,0.122668,1.16928,0.879803,0.0859599,0.0859599,0.983207,1.28447,0.207976,0.207976,1.04945,1.19291,-0.222703,-0.222703,0.891827,-3987.94,88
0.366371,0.291238,0.320735,0.0216566,-3.01081,6.94527,-4.3038,3.89433,-2.7644,8.4411,-9.30572,-1.79642,24.8179,-0.115039,-0.115039,14.765,3.72406,-9.71065,-9.71065,111.282,0.764912,1.4683,1.4683,8.64056,112.23,76.6198,76.6198,73.3332,-7289.58,0.390009,0.10022,0.216931,0.29284,1.98295,1.97645,-2.03151,-1.79711,-1.90083,2.05607,1.96754,-1.89402,0.879805,0.0859603,0.0859603,0.983209,1.28448,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,0.962458,0.122668,0.122668,1.16928,-3987.94,104
0.345569,0.231404,0.122061,0.300966,-2.30864,8.2876,9.0167,-4.68678,8.39495,-3.92229,-5.57316,-4.77006,14.4339,-10.501,-10.501,12.8427,3.09044,-3.60668,-3.60668,234.74,108.639,26.7052,26.7052,17.4708,60.0712,-27.0747,-27.0747,16.5203,-7568.52,0.216931,0.390008,0.29284,0.10022,-1.90083,2.05607,1.98295,1.97645,1.96754,-1.89402,-2.03152,-1.79711,1.19291,-0.222703,-0.222703,0.891827,0.879803,0.0859598,0.0859598,0.983207,0.96246,0.122668,0.122668,1.16928,1.28447,0.207976,0.207976,1.04945,-3987.94,107
0.459028,0.217751,0.29392,0.029301,0.228809,-1.75011,8.21414,6.90013,-9.65738,-5.24442,4.03877,-6.49546,1.31999,2.70515,2.70515,45.257,55.26,-42.1649,-42.1649,84.3645,16.4646,22.3704,22.3704,36.9034,1.99302,6.0599,6.0599,29.924,-6124.51,0.29284,0.390009,0.10022,0.216931,1.96754,-1.89402,1.98295,1.97645,-2.03151,-1.79711,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,1.28447,0.207977,0.207977,1.04946,1.19291,-0.222701,-0.222701,0.891822,-3987.94,910
0.109461,0.521941,0.279745,0.088853,4.90391,-2.92422,-6.41318,-9.00069,7.81855,9.80344,-1.22419,1.54368,29.2389,-28.6474,-28.6474,28.7456,10.0601,-29.8003,-29.8003,88.7197,0.860973,2.68327,2.68327,17.3413,20.7302,-19.6984,-19.6984,45.5614,-7164.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.352008,0.17351,0.244,0.230482,-0.735027,-0.560414,-8.36903,-1.48073,3.72292,6.87738,8.04416,3.01421,28.1575,-12.2395,-12.2395,90.1573,6.37653,1.27705,1.27705,2.2335,1.4052,-2.5516,-2.5516,100.492,49.9573,-35.9248,-35.9248,50.2953,-6344.22,0.216931,0.10022,0.29284,0.390009,-1.90083,2.05607,-2.03151,-1.79711,1.96754,-1.89402,1.98295,1.97645,1.19291,-0.222701,-0.222701,0.891822,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,0.879804,0.0859603,0.0859603,0.983208,-3987.94,120
0.27406,0.0311102,0.369764,0.325066,-9.21241,-4.96877,-4.59986,-2.95431,9.23306,-1.33394,-8.15221,-6.55723,9.75778,10.9107,10.9107,12.5849,119.358,-68.3984,-68.3984,76.4171,116.524,-58.6017,-58.6017,198.598,33.9555,6.47276,6.47276,8.0848,-7422.65,0.216931,0.10022,0.390009,0.29284,-1.90083,2.05607,-2.03151,-1.79711,1.98295,1.97645,1.96754,-1.89402,1.19291,-0.222701,-0.222701,0.891823,1.28447,0.207977,0.207977,1.04946,0.879804,0.0859602,0.0859602,0.983208,0.962458,0.122668,0.122668,1.16928,-3987.94,103
0.304076,0.267374,0.217661,0.210889,1.79548,-1.77947,-9.40201,1.55357,5.55549,-6.82849,-8.66265,5.21813,13.9105,-32.4098,-32.4098,108.161,61.7996,56.106,56.106,61.8587,12.2944,30.0277,30.0277,83.5327,30.18,19.4694,19.4694,24.2199,-6577.02,0.390009,0.10022,0.29284,0.216931,1.98295,1.97645,-2.03151,-1.79711,1.96754,-1.89402,-1.90083,2.05607,0.879805,0.0859603,0.0859603,0.983209,1.28447,0.207977,0.207977,1.04946,0.962458,0.122668,0.122668,1.16928,1.19291,-0.222701,-0.222701,0.891823,-3987.94,102
0.24589,0.250454,0.134305,0.369351,-8.35884,6.25921,-5.68893,-0.0685603,7.54784,0.566593,-2.2439,7.23945,3.02271,4.81658,4.81658,9.67401,26.495,-13.2473,-13.2473,43.673,39.4498,8.42995,8.42995,1.85435,3.86695,-6.33618,-6.33618,37.645,-6535.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
