pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.554403,0.0293058,0.20828,0.208011,0.80872,-6.46737,-7.85501,3.82104,-9.61112,-2.49347,2.94069,-4.0107,3.78068,2.33994,2.33994,3.37517,0.859579,-0.585627,-0.585627,0.503647,2.33312,1.55312,1.55312,1.62264,0.0898556,-0.0826357,-0.0826357,6.12864,-12157.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.304645,0.324469,0.0214982,0.349388,-1.51695,2.36726,2.13241,2.12679,0.0596345,7.0402,-1.88994,-7.86055,0.0200844,-0.00593,-0.00593,0.234911,0.777608,-0.610692,-0.610692,1.17752,0.251736,-0.296814,-0.296814,0.383051,0.0133949,0.0101328,0.0101328,1.67689,-13677.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0303256,0.363621,0.237473,0.36858,-9.82249,5.14831,2.48992,6.00632,5.53829,-7.46033,-5.76355,-7.02624,4.48557,0.0679754,0.0679754,0.0135018,0.285896,-0.407543,-0.407543,2.17449,0.871823,-0.0371239,-0.0371239,0.105836,1.26973,0.612526,0.612526,1.73904,-18460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.434704,0.0613384,0.384281,0.119676,-5.64751,-6.91569,-1.35776,-7.18237,-7.82385,-9.56328,6.34297,1.6312,0.771057,0.903211,0.903211,4.25928,4.47872,-0.897687,-0.897687,0.904413,2.83004,-1.34666,-1.34666,0.665049,0.903258,0.879244,0.879244,0.868459,-28623.9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.139644,0.36877,0.309707,0.18188,0.450621,3.78807,-3.1115,7.10828,3.03224,-8.7534,-8.54968,-3.30789,4.61225,-1.36825,-1.36825,4.05498,3.34633,1.23215,1.23215,0.835324,0.709357,-0.467049,-0.467049,1.19246,0.0907798,-0.166506,-0.166506,0.733976,-7756.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.176904,0.327077,0.168885,0.327134,3.35841,-9.24662,-9.60513,0.879788,8.6444,4.37507,-8.58036,-5.33323,1.15618,-1.95446,-1.95446,4.01852,5.30078,2.66295,2.66295,1.42516,0.199661,-0.254812,-0.254812,0.80127,3.47755,2.67001,2.67001,2.13477,-23966.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0583377,0.104891,0.547421,0.28935,-8.37105,5.11597,-6.88284,2.09004,-3.76894,6.80276,-0.619234,1.41081,0.0558057,0.285312,0.285312,2.38042,0.671272,-1.08001,-1.08001,1.74331,1.67777,1.47672,1.47672,1.84686,1.10015,0.12645,0.12645,0.0913516,-41834.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.181943,0.303986,0.400792,0.113278,-2.16778,-9.93942,-0.371103,9.98652,-6.84597,3.37161,3.60486,0.637047,3.01319,2.08153,2.08153,1.46691,1.06155,-0.297854,-0.297854,1.92135,3.12435,1.77716,1.77716,2.78846,1.13339,-0.885804,-0.885804,0.790213,-20535.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.139302,0.344477,0.198555,0.317666,1.83442,-0.40637,5.94655,6.6777,8.70485,2.44037,-5.65255,-6.33178,0.883089,-1.27862,-1.27862,5.09619,0.351144,0.0304399,0.0304399,0.495607,1.93103,-0.819204,-0.819204,0.348531,1.36696,1.4794,1.4794,6.86865,-7118.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.166718,0.463225,0.116225,0.253832,2.66719,-4.27629,1.83484,-6.26781,-6.82201,9.3368,6.81385,-8.47362,5.53408,2.225,2.225,1.90419,0.767805,-0.756952,-0.756952,0.768563,0.487495,-0.684846,-0.684846,2.21801,2.04795,1.26199,1.26199,1.82964,-20259.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.242276,0.183028,0.362526,0.21217,1.94033,-4.15984,-4.29649,8.85974,-3.90643,-1.48633,-1.1599,5.40819,1.74186,-1.02286,-1.02286,1.64394,1.22836,-0.121895,-0.121895,0.0464182,1.82255,0.0359395,0.0359395,1.46991,0.341294,-0.308136,-0.308136,1.67426,-10327.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.344749,0.00473834,0.331987,0.318526,9.80472,3.98073,-5.36618,-8.31436,3.5877,-1.50842,-3.02885,5.36374,1.14181,1.59417,1.59417,3.03379,0.942163,0.756741,0.756741,0.779071,3.33149,-2.26678,-2.26678,6.67921,0.0208705,-0.0295927,-0.0295927,2.24673,-6593.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.300832,0.22936,0.268217,0.20159,-2.22776,-0.64278,2.64511,2.65736,-5.97645,8.18952,9.74402,8.04391,0.102739,0.0547404,0.0547404,0.0539834,0.47729,-0.155995,-0.155995,6.21603,1.32715,-0.740016,-0.740016,0.604591,3.27076,-1.75815,-1.75815,0.967907,-12008,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.234244,0.246277,0.0839571,0.435521,-0.165648,-6.93052,-3.20781,1.76904,-4.42289,-1.08014,2.29726,-3.82403,3.12194,-1.6881,-1.6881,1.0652,0.281836,0.32489,0.32489,1.06674,0.171902,-0.328168,-0.328168,6.26951,3.25961,-0.312973,-0.312973,1.85019,-8935.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.259455,0.662755,0.0186197,0.0591703,-5.4728,7.95433,-0.356252,-4.38992,-3.3585,3.43523,2.91309,-6.55353,1.45328,1.4544,1.4544,3.11573,1.73742,0.84873,0.84873,0.423451,1.4617,-1.36616,-1.36616,5.13819,1.7824,-0.459057,-0.459057,1.26623,-13766.2,0.0026557,0.0029879,0.765819,0.228537,-4.78747,3.16096,-0.333735,-4.40808,0.366859,1.27226,2.04062,-2.13286,0.121127,0.166742,0.166742,0.245525,0.123736,-0.0240049,-0.0240049,0.00470118,4.66812,0.844596,0.844596,2.97104,0.811875,0.101258,0.101258,0.872939,-4213.93,66
0.181202,0.323938,0.232827,0.262033,-7.89347,5.32953,1.0333,-6.87208,-2.41185,-2.63438,-5.43497,3.10574,1.15071,0.140778,0.140778,0.144114,4.81608,2.34659,2.34659,1.19,1.55553,1.3103,1.3103,1.33053,0.565733,-0.368563,-0.368563,1.19001,-18266.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.233027,0.598117,0.124074,0.0447811,6.54857,5.09588,-3.1163,3.77277,-0.604718,9.24671,3.12365,-4.67938,1.68627,0.200478,0.200478,0.0838452,0.306868,0.148061,0.148061,0.622828,1.23994,-0.656129,-0.656129,0.34893,0.107917,0.396037,0.396037,2.84756,-29938.9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.30152,0.151749,0.291636,0.255096,6.43619,-0.677706,-4.48728,-4.22137,1.07776,5.48233,9.04566,-7.45256,1.36772,0.75354,0.75354,2.15944,0.61328,-0.591804,-0.591804,1.18238,0.16253,0.412659,0.412659,1.0492,8.61949,-0.872694,-0.872694,2.08938,-18368.2,0.664868,0.107971,0.00354813,0.223612,2.02234,0.319352,-1.8845,-1.87302,0.296883,3.11947,-1.82716,2.06136,0.849507,0.108776,0.108776,4.664,1.55402,0.0171663,0.0171663,1.07555,0.00766064,0.0253879,0.0253879,0.102463,1.31912,-0.217092,-0.217092,0.852101,-4082.4,172
0.383795,0.0594287,0.16399,0.392787,-4.51806,7.03712,8.46236,4.54692,-0.0774237,5.25225,-5.66541,4.98552,1.79021,0.90023,0.90023,2.05562,3.16788,1.68286,1.68286,4.30775,1.35008,-0.758548,-0.758548,2.94963,0.102484,0.138896,0.138896,1.96025,-10459.8,0.216931,0.29284,0.390009,0.10022,-1.90083,2.05607,1.96754,-1.89402,1.98295,1.97645,-2.03151,-1.79711,1.1929,-0.222701,-0.222701,0.891823,0.962458,0.122668,0.122668,1.16928,0.879806,0.0859607,0.0859607,0.98321,1.28448,0.207978,0.207978,1.04946,-3987.94,128
0.211307,0.607588,0.171592,0.00951334,7.84724,-3.8415,8.08937,8.17919,-9.95577,3.89933,-2.25983,4.01244,1.08636,-0.366303,-0.366303,0.414701,1.85653,-0.441196,-0.441196,0.73742,1.48377,0.0688793,0.0688793,0.392244,4.77277,1.49552,1.49552,0.722092,-25900.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0980316,0.40523,0.346236,0.150502,-2.7938,-8.28027,-5.40336,-0.0499899,3.32838,2.24613,9.82461,4.85479,0.85694,-0.5653,-0.5653,0.481485,0.0221252,0.0208369,0.0208369,0.407107,1.30106,0.280337,0.280337,2.00113,0.384631,0.990017,0.990017,2.55697,-9182.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.429273,0.0595426,0.157551,0.353634,-8.15755,2.24077,5.32214,1.5456,-2.26223,-7.7719,1.20637,4.0501,5.3959,-4.32321,-4.32321,3.52591,0.350705,-0.194251,-0.194251,0.643376,0.57927,0.583421,0.583421,3.82101,2.90985,1.38683,1.38683,0.689677,-16235.5,0.10022,0.390009,0.29284,0.216931,-2.03152,-1.79711,1.98295,1.97645,1.96754,-1.89402,-1.90083,2.05607,1.28447,0.207976,0.207976,1.04945,0.879803,0.0859599,0.0859599,0.983207,0.96246,0.122668,0.122668,1.16928,1.19291,-0.222703,-0.222703,0.891827,-3987.94,86
0.245223,0.116093,0.330736,0.307948,-0.127578,-5.2614,-3.8686,9.81984,3.74426,7.57675,-6.99643,5.56858,0.654406,-0.106886,-0.106886,1.99382,1.06137,-0.383847,-0.383847,0.682269,3.7559,2.23059,2.23059,2.70306,0.30662,0.212647,0.212647,5.02801,-11105.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0969988,0.291176,0.31588,0.295945,2.76967,9.77725,-9.44326,7.56272,-1.01954,5.52912,5.18752,-9.19452,4.04788,-2.1822,-2.1822,4.65852,4.08979,-0.78512,-0.78512,1.29735,2.10195,-0.440803,-0.440803,0.0942016,0.220445,-0.0925155,-0.0925155,0.347359,-21507.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.498302,0.174854,0.218458,0.108387,2.46396,-9.19034,6.01429,4.36536,-7.38774,-6.49933,3.62193,-4.38093,0.797042,-1.35647,-1.35647,2.38088,4.41252,-1.96705,-1.96705,1.92599,1.17918,-0.46879,-0.46879,0.379414,8.04309,2.02784,2.02784,0.512394,-25898.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.412189,0.159422,0.211891,0.216498,-4.74974,-3.00918,5.74174,4.65433,9.24727,2.84479,-9.9981,-3.74289,1.22217,-0.358681,-0.358681,2.95988,0.203497,-0.0030026,-0.0030026,0.422006,2.13691,2.03159,2.03159,2.18822,1.07459,-0.861203,-0.861203,0.711949,-20092.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.386142,0.426431,0.153732,0.0336962,-7.50274,5.63855,0.0998726,3.7618,6.80258,-9.85252,-1.30314,-3.8441,0.839545,-0.840693,-0.840693,0.908153,0.981724,0.23484,0.23484,2.26319,5.60525,2.1778,2.1778,1.63833,1.69657,0.643517,0.643517,2.74283,-7477.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.322254,0.30565,0.208,0.164096,3.95448,-3.7271,-1.71872,-4.51826,8.80892,7.40307,1.23962,8.52597,0.508953,0.402607,0.402607,0.443361,5.16473,-0.346431,-0.346431,2.78496,1.0474,0.31491,0.31491,2.58555,4.82381,1.13775,1.13775,2.19084,-10211.4,0.29284,0.10022,0.390009,0.216931,1.96754,-1.89402,-2.03151,-1.79711,1.98295,1.97645,-1.90083,2.05607,0.962458,0.122668,0.122668,1.16928,1.28448,0.207977,0.207977,1.04946,0.879804,0.0859603,0.0859603,0.983208,1.19291,-0.222701,-0.222701,0.891822,-3987.94,123
